"user","friend_closeness","friend_incloseness","friend_outcloseness","eigen_vector","eigen_directed_vector"
"46694973",0.0043859649122807,0.00106382978723404,0.00418410041841004,0.198658021774626,0.169091104485726
"4731316813",0.00595238095238095,0.00114155251141553,0.00520833333333333,0.876435702616158,0.899644707364863
"4805482632",0.00492610837438424,0.00107296137339056,0.00483091787439614,0.404508444942351,0.235805250326858
"4806793637",0.00546448087431694,0.00110497237569061,0.0053763440860215,0.750998899252596,0.520987973146138
"4868143048",0.00434782608695652,0.00106382978723404,0.00413223140495868,0.152811429972312,0.155405894880449
"48905702",0.00564971751412429,0.00113122171945701,0.00478468899521531,0.718710991165243,0.797586824806174
"50542806",0.0048780487804878,0.00107296137339056,0.00452488687782805,0.333540428068175,0.214580650875706
"51113995",0.00584795321637427,0.00112485939257593,0.00568181818181818,0.913675725224235,0.743434526284755
"529722727",0.00490196078431373,0.00110497237569061,0.004739336492891,0.528865287013853,0.536014138111687
"537270490",0.00442477876106195,0.00105932203389831,0.00418410041841004,0.191855303933419,0.164473867531929
"54980057",0.00613496932515337,0.00115207373271889,0.00497512437810945,0.783595381520827,0.93751764949549
"577378564",0.00515463917525773,0.00111482720178372,0.0045045045045045,0.53818599522928,0.614820173764242
"597514692",0.00420168067226891,0.00102774922918808,0.00413223140495868,0.0965340673231133,0.0481749737947933
"612515893",0.00444444444444444,0.00105374077976818,0.00432900432900433,0.226123165520594,0.125986427090087
"61905793",0.00490196078431373,0.00109051254089422,0.004739336492891,0.491168049630876,0.382292962286322
"62648354",0.004149377593361,0.00104602510460251,0.00401606425702811,0.119886858443639,0.0924317406069301
"701113575251685376",0.00458715596330275,0.00108695652173913,0.00452488687782805,0.390118517917755,0.369893362199961
"70802838",0.00531914893617021,0.00110497237569061,0.00520833333333333,0.668021710483843,0.559970497368673
"729823374655029248",0.00518134715025907,0.00109170305676856,0.00505050505050505,0.542086060854431,0.391621338033816
"768147122",0.0050251256281407,0.00110619469026549,0.005,0.643115402924902,0.545231638451092
"782325",0.00591715976331361,0.0011441647597254,0.004,0.535382863777013,0.857492147134477
"7966972",0.00649350649350649,0.00116279069767442,0.00546448087431694,0.929563525023449,1
"798950554231783424",0.00413223140495868,0.0010515247108307,0.0037037037037037,0.111213959869278,0.139057428287297
"817177922192736256",0.00598802395209581,0.00114155251141553,0.00520833333333333,0.838309669783237,0.880489977495776
"822264200",0.00552486187845304,0.00111482720178372,0.0053763440860215,0.75137385072239,0.667466315774468
"827531428867035136",0.00471698113207547,0.0010752688172043,0.00467289719626168,0.37343605968057,0.232229647250729
"854144860009504768",0.00543478260869565,0.00109649122807018,0.0053475935828877,0.652384328008029,0.431471198807124
"861644394214166528",0.00408163265306122,0.00102564102564103,0.00403225806451613,0.0931010068022437,0.041080727732133
"86978916",0.00381679389312977,0.00117370892018779,7.12149266486255e-05,0.0299069191108297,0.0584467801221423
"870427994350907392",0.00458715596330275,0.00108459869848156,0.00401606425702811,0.275327324571464,0.359774808714514
"878350882034896896",0.00374531835205993,0.000999000999000999,0.00357142857142857,0.0377339358100183,0.0223142351507951
"897052972328390656",0.00478468899521531,0.00107991360691145,0.0045662100456621,0.356158879579271,0.292803521865095
"905570346933174272",0.00444444444444444,0.00106723585912487,0.00440528634361234,0.200164994079687,0.150548266776135
"930716882",0.00505050505050505,0.00110132158590308,0.00469483568075117,0.481202538437165,0.464312148659595
"938906192981757952",0.00364963503649635,0.00116009280742459,7.12149266486255e-05,0.01860827929598,0.040987890558877
"941372836480012288",0.00568181818181818,0.00112107623318386,0.00543478260869565,0.80650692347245,0.701896971137612
"953058467253698560",0.00578034682080925,0.00110132158590308,0.00578034682080925,0.789384814114576,0.499271809856739
"969294749759934464",0.00386100386100386,0.00103199174406605,0.00384615384615385,0.104543014318636,0.0781842344874315
"969319036960915456",0.00561797752808989,0.00112233445566779,0.0053475935828877,0.785294902497532,0.736841690341718
"973202378",0.00371747211895911,0.00101936799184506,0.00342465753424658,0.0320735058468079,0.0371016713605044
"973980246818123776",0.0045662100456621,0.00107296137339056,0.00425531914893617,0.284668052742351,0.270470464271879
"976203666704293888",0.00467289719626168,0.00107874865156419,0.00467289719626168,0.397058111530985,0.297140318118897
"984552593933217792",0.0050761421319797,0.00111111111111111,0.00462962962962963,0.585725674086135,0.618503373245059
"991054652320964608",0.00411522633744856,0.00119047619047619,7.12149266486255e-05,0.0794929074884231,0.137052043300139
"994208041263403008",0.00518134715025907,0.00108813928182807,0.00518134715025907,0.58431755735006,0.371943589598224
